route_id,timestamp,speed_kmh,vehicle_volume,travel_time_min
A->B,2025-04-06 17:40:00,33.3,181,18.0
C->D,2025-04-06 17:40:00,18.2,132,33.0
C->D,2025-04-06 17:40:00,24.5,154,24.5
A->C,2025-04-06 17:40:00,24.7,180,24.3
A->C,2025-04-06 17:40:00,29.0,147,20.7
A->C,2025-04-06 17:41:00,33.7,145,17.8
B->D,2025-04-06 17:41:00,20.4,141,29.5
C->D,2025-04-06 17:41:00,18.7,145,32.1
A->C,2025-04-06 17:42:00,23.3,156,25.8
A->B,2025-04-06 17:42:00,17.1,151,35.1
A->C,2025-04-06 17:42:00,30.3,144,19.8
C->D,2025-04-06 17:42:00,19.5,147,30.8
B->D,2025-04-06 17:42:00,18.8,150,31.9
B->D,2025-04-06 17:42:00,15.4,136,39.0
C->D,2025-04-06 17:43:00,28.8,150,20.8
C->D,2025-04-06 17:43:00,22.3,145,26.9
A->B,2025-04-06 17:43:00,33.9,157,17.7
B->C,2025-04-06 17:44:00,21.5,139,28.0
A->C,2025-04-06 17:45:00,28.8,153,20.8
A->C,2025-04-06 17:45:00,24.3,171,24.7
C->D,2025-04-06 17:45:00,28.6,129,21.0
B->D,2025-04-06 17:45:00,16.2,157,37.1
C->D,2025-04-06 17:45:00,29.7,132,20.2
A->C,2025-04-06 17:46:00,27.1,145,22.2
C->D,2025-04-06 17:46:00,18.0,153,33.4
B->C,2025-04-06 17:46:00,23.1,135,25.9
B->C,2025-04-06 17:46:00,28.7,153,20.9
C->D,2025-04-06 17:46:00,29.5,183,20.3
C->D,2025-04-06 17:47:00,32.1,127,18.7
A->C,2025-04-06 17:47:00,15.2,142,39.6
C->D,2025-04-06 17:47:00,29.6,159,20.3
B->C,2025-04-06 17:47:00,23.6,156,25.4
C->D,2025-04-06 17:48:00,20.4,144,29.4
A->B,2025-04-06 17:48:00,21.5,130,27.9
B->D,2025-04-06 17:48:00,27.8,162,21.6
B->C,2025-04-06 17:48:00,18.7,129,32.2
B->D,2025-04-06 17:49:00,28.9,141,20.8
B->D,2025-04-06 17:49:00,31.3,148,19.2
B->D,2025-04-06 17:49:00,16.7,157,36.0
B->C,2025-04-06 17:49:00,24.7,166,24.3
C->D,2025-04-06 17:49:00,23.4,151,25.6
B->C,2025-04-06 17:50:00,20.3,199,29.6
A->B,2025-04-06 17:52:00,28.0,157,21.4
A->C,2025-04-06 17:52:00,17.9,162,33.5
B->C,2025-04-06 17:53:00,28.8,132,20.8
A->B,2025-04-06 17:53:00,32.6,153,18.4
B->C,2025-04-06 17:54:00,26.0,145,23.0
B->C,2025-04-06 17:54:00,21.7,160,27.6
B->C,2025-04-06 17:54:00,19.8,166,30.3
B->C,2025-04-06 17:55:00,27.8,147,21.6
B->D,2025-04-06 17:56:00,17.0,141,35.3
B->C,2025-04-06 17:57:00,35.0,144,17.2
B->C,2025-04-06 17:57:00,29.8,121,20.1
A->C,2025-04-06 17:57:00,19.6,130,30.6
A->B,2025-04-06 17:58:00,17.4,156,34.5
A->B,2025-04-06 18:00:00,23.8,154,25.2
A->C,2025-04-06 18:00:00,20.0,180,30.0
B->C,2025-04-06 18:01:00,21.3,148,28.1
B->D,2025-04-06 18:01:00,33.8,150,17.8
C->D,2025-04-06 18:02:00,32.9,139,18.2
A->B,2025-04-06 18:03:00,34.4,138,17.4
A->C,2025-04-06 18:03:00,19.2,136,31.3
A->C,2025-04-06 18:04:00,18.0,174,33.3
C->D,2025-04-06 18:04:00,32.3,127,18.6
B->D,2025-04-06 18:04:00,22.0,151,27.3
B->D,2025-04-06 18:05:00,24.6,136,24.4
C->D,2025-04-06 18:05:00,33.9,171,17.7
A->C,2025-04-06 18:06:00,19.6,138,30.7
A->B,2025-04-06 18:06:00,19.0,139,31.5
C->D,2025-04-06 18:07:00,22.2,163,27.0
A->B,2025-04-06 18:08:00,34.8,141,17.3
A->B,2025-04-06 18:08:00,32.4,145,18.5
A->C,2025-04-06 18:09:00,15.6,148,38.4
B->D,2025-04-06 18:10:00,24.3,141,24.7
A->C,2025-04-06 18:11:00,32.1,175,18.7
A->C,2025-04-06 18:12:00,15.7,165,38.2
B->C,2025-04-06 18:12:00,19.6,141,30.6
B->D,2025-04-06 18:12:00,34.5,124,17.4
A->B,2025-04-06 18:13:00,18.7,169,32.1
C->D,2025-04-06 18:13:00,15.2,150,39.6
C->D,2025-04-06 18:13:00,27.2,160,22.0
A->C,2025-04-06 18:13:00,28.9,160,20.8
A->C,2025-04-06 18:14:00,29.0,162,20.7
A->B,2025-04-06 18:15:00,29.8,139,20.1
B->D,2025-04-06 18:16:00,25.7,136,23.3
C->D,2025-04-06 18:18:00,29.0,160,20.7
A->B,2025-04-06 18:19:00,20.6,166,29.1
A->C,2025-04-06 18:19:00,19.6,138,30.7
B->C,2025-04-06 18:20:00,15.8,160,38.1
A->C,2025-04-06 18:21:00,27.7,141,21.7
B->D,2025-04-06 18:21:00,21.9,145,27.4
B->C,2025-04-06 18:21:00,28.6,168,21.0
C->D,2025-04-06 18:22:00,33.4,148,17.9
B->D,2025-04-06 18:22:00,26.4,156,22.7
B->D,2025-04-06 18:22:00,16.2,150,37.1
A->C,2025-04-06 18:23:00,19.2,165,31.3
B->D,2025-04-06 18:24:00,25.3,183,23.7
C->D,2025-04-06 18:25:00,33.8,166,17.7
A->C,2025-04-06 18:25:00,25.8,133,23.2
A->C,2025-04-06 18:26:00,21.8,159,27.5
C->D,2025-04-06 18:26:00,15.1,133,39.8
A->C,2025-04-06 18:27:00,32.4,142,18.5
A->B,2025-04-06 18:28:00,29.8,129,20.1
B->C,2025-04-06 18:29:00,21.4,166,28.0
B->D,2025-04-06 18:29:00,22.0,180,27.3
B->D,2025-04-06 18:30:00,32.8,136,18.3
A->B,2025-04-06 18:31:00,27.0,135,22.2
A->B,2025-04-06 18:31:00,32.5,163,18.5
C->D,2025-04-06 18:31:00,16.6,156,36.1
B->D,2025-04-06 18:32:00,32.3,175,18.6
B->D,2025-04-06 18:33:00,19.2,150,31.2
C->D,2025-04-06 18:33:00,28.0,159,21.4
C->D,2025-04-06 18:34:00,27.1,133,22.1
C->D,2025-04-06 18:34:00,23.6,162,25.5
B->C,2025-04-06 18:35:00,19.8,154,30.3
B->D,2025-04-06 18:35:00,32.0,144,18.8
A->C,2025-04-06 18:35:00,19.5,150,30.8
B->D,2025-04-06 18:36:00,19.0,145,31.6
B->D,2025-04-06 18:37:00,23.3,156,25.7
A->C,2025-04-06 18:38:00,23.9,162,25.1
B->D,2025-04-06 18:39:00,23.5,147,25.5
A->C,2025-04-06 18:39:00,16.5,145,36.4
C->D,2025-04-06 18:40:00,22.7,136,26.4
A->B,2025-04-06 18:41:00,21.9,166,27.4
C->D,2025-04-06 18:41:00,28.8,157,20.8
B->D,2025-04-06 18:41:00,33.2,130,18.1
A->C,2025-04-06 18:43:00,27.5,156,21.8
B->D,2025-04-06 18:43:00,31.0,138,19.3
B->D,2025-04-06 18:43:00,27.4,163,21.9
B->D,2025-04-06 18:43:00,17.0,151,35.3
B->D,2025-04-06 18:44:00,29.6,141,20.3
B->C,2025-04-06 18:45:00,27.1,175,22.1
A->B,2025-04-06 18:45:00,31.9,162,18.8
A->B,2025-04-06 18:45:00,25.6,156,23.5
A->B,2025-04-06 18:45:00,28.6,148,21.0
A->B,2025-04-06 18:46:00,34.6,142,17.3
B->D,2025-04-06 18:46:00,31.1,145,19.3
A->C,2025-04-06 18:46:00,31.4,144,19.1
A->C,2025-04-06 18:47:00,20.6,127,29.2
C->D,2025-04-06 18:47:00,15.9,135,37.8
A->B,2025-04-06 18:47:00,21.6,154,27.8
C->D,2025-04-06 18:47:00,15.9,144,37.6
A->B,2025-04-06 18:47:00,24.3,151,24.7
A->B,2025-04-06 18:48:00,29.5,153,20.3
C->D,2025-04-06 18:48:00,34.1,147,17.6
A->C,2025-04-06 18:49:00,33.5,163,17.9
A->B,2025-04-06 18:49:00,15.4,159,39.1
B->C,2025-04-06 18:49:00,24.1,181,24.9
A->C,2025-04-06 18:49:00,20.0,172,30.0
B->D,2025-04-06 18:50:00,27.0,154,22.2
B->C,2025-04-06 18:50:00,28.9,148,20.8
C->D,2025-04-06 18:50:00,21.6,151,27.8
B->D,2025-04-06 18:51:00,23.1,151,25.9
C->D,2025-04-06 18:52:00,17.8,162,33.8
B->D,2025-04-06 18:52:00,25.4,168,23.7
B->D,2025-04-06 18:52:00,19.8,151,30.3
B->C,2025-04-06 18:54:00,26.7,109,22.5
A->B,2025-04-06 18:54:00,22.0,142,27.3
C->D,2025-04-06 18:54:00,18.1,129,33.1
B->C,2025-04-06 18:54:00,25.1,141,23.9
B->D,2025-04-06 18:55:00,15.0,150,39.9
C->D,2025-04-06 18:55:00,30.2,139,19.9
B->C,2025-04-06 18:56:00,29.1,150,20.6
B->D,2025-04-06 18:56:00,32.3,153,18.6
A->B,2025-04-06 18:56:00,26.1,159,23.0
A->B,2025-04-06 18:56:00,22.6,138,26.5
A->B,2025-04-06 18:57:00,32.7,141,18.4
A->C,2025-04-06 18:57:00,34.9,162,17.2
B->C,2025-04-06 18:58:00,34.1,118,17.6
B->D,2025-04-06 18:58:00,30.2,163,19.9
C->D,2025-04-06 18:59:00,33.8,124,17.7
B->D,2025-04-06 19:00:00,20.3,166,29.6
A->C,2025-04-06 19:00:00,19.7,157,30.5
B->D,2025-04-06 19:01:00,22.4,123,26.8
A->B,2025-04-06 19:02:00,18.3,145,32.7
B->D,2025-04-06 19:02:00,28.6,135,20.9
A->B,2025-04-06 19:03:00,32.0,151,18.7
B->C,2025-04-06 19:03:00,20.1,129,29.8
C->D,2025-04-06 19:04:00,33.7,172,17.8
B->C,2025-04-06 19:04:00,35.0,162,17.2
A->C,2025-04-06 19:04:00,33.0,151,18.2
A->B,2025-04-06 19:05:00,30.0,189,20.0
B->D,2025-04-06 19:05:00,17.3,133,34.7
B->C,2025-04-06 19:07:00,16.7,175,36.0
A->B,2025-04-06 19:08:00,15.6,132,38.4
B->C,2025-04-06 19:08:00,26.8,151,22.4
C->D,2025-04-06 19:09:00,16.0,157,37.4
B->D,2025-04-06 19:09:00,34.4,165,17.5
B->C,2025-04-06 19:10:00,15.6,145,38.5
A->C,2025-04-06 19:10:00,28.2,138,21.3
A->B,2025-04-06 19:10:00,29.6,174,20.3
A->C,2025-04-06 19:11:00,25.6,154,23.4
A->C,2025-04-06 19:11:00,20.6,180,29.2
C->D,2025-04-06 19:11:00,16.6,153,36.1
C->D,2025-04-06 19:11:00,33.6,150,17.8
B->D,2025-04-06 19:12:00,20.8,168,28.8
B->D,2025-04-06 19:13:00,32.8,148,18.3
B->C,2025-04-06 19:13:00,18.7,157,32.0
A->C,2025-04-06 19:13:00,21.0,159,28.6
A->C,2025-04-06 19:13:00,19.4,135,31.0
B->C,2025-04-06 19:13:00,28.9,154,20.7
C->D,2025-04-06 19:13:00,32.1,160,18.7
B->C,2025-04-06 19:14:00,26.9,130,22.3
A->C,2025-04-06 19:15:00,23.1,133,25.9
B->C,2025-04-06 19:16:00,19.2,150,31.3
B->C,2025-04-06 19:16:00,27.0,169,22.2
C->D,2025-04-06 19:16:00,26.2,154,22.9
B->C,2025-04-06 19:17:00,22.1,168,27.2
C->D,2025-04-06 19:17:00,24.8,150,24.2
B->C,2025-04-06 19:18:00,27.4,139,21.9
C->D,2025-04-06 19:19:00,28.8,145,20.9
B->D,2025-04-06 19:19:00,27.3,175,22.0
B->C,2025-04-06 19:20:00,23.0,163,26.0
C->D,2025-04-06 19:20:00,30.1,139,19.9
C->D,2025-04-06 19:20:00,32.6,165,18.4
A->C,2025-04-06 19:20:00,19.8,162,30.3
C->D,2025-04-06 19:21:00,21.5,157,27.9
A->B,2025-04-06 19:21:00,15.8,160,38.0
A->B,2025-04-06 19:22:00,29.9,138,20.1
A->B,2025-04-06 19:22:00,20.9,166,28.6
A->C,2025-04-06 19:23:00,22.2,132,27.1
B->C,2025-04-06 19:24:00,29.3,145,20.5
A->B,2025-04-06 19:24:00,19.8,117,30.3
B->C,2025-04-06 19:24:00,17.6,162,34.1
C->D,2025-04-06 19:24:00,33.8,141,17.7
A->C,2025-04-06 19:25:00,23.2,186,25.9
B->D,2025-04-06 19:25:00,33.3,153,18.0
A->C,2025-04-06 19:27:00,31.9,147,18.8
B->D,2025-04-06 19:27:00,16.5,151,36.4
B->C,2025-04-06 19:28:00,16.1,147,37.2
B->D,2025-04-06 19:29:00,29.1,135,20.6
B->C,2025-04-06 19:29:00,26.9,129,22.3
A->B,2025-04-06 19:29:00,26.1,159,23.0
A->C,2025-04-06 19:30:00,33.2,153,18.1
A->B,2025-04-06 19:30:00,20.6,124,29.1
A->C,2025-04-06 19:30:00,23.3,171,25.7
A->B,2025-04-06 19:30:00,25.9,141,23.2
B->C,2025-04-06 19:31:00,24.7,139,24.3
C->D,2025-04-06 19:31:00,16.0,123,37.6
C->D,2025-04-06 19:32:00,29.7,168,20.2
B->C,2025-04-06 19:32:00,18.4,175,32.7
B->D,2025-04-06 19:34:00,33.7,177,17.8
A->C,2025-04-06 19:35:00,24.8,153,24.2
C->D,2025-04-06 19:35:00,26.2,141,22.9
A->B,2025-04-06 19:35:00,33.2,148,18.1
A->C,2025-04-06 19:36:00,25.9,160,23.2
C->D,2025-04-06 19:36:00,26.6,147,22.6
A->B,2025-04-06 19:38:00,17.1,153,35.1
A->B,2025-04-06 19:39:00,34.1,151,17.6
A->C,2025-04-06 19:39:00,16.5,147,36.4
A->C,2025-04-06 19:41:00,30.3,145,19.8
A->C,2025-04-06 19:41:00,20.0,135,30.0
A->C,2025-04-06 19:42:00,23.0,144,26.0
B->D,2025-04-06 19:43:00,23.2,162,25.9
A->B,2025-04-06 19:43:00,24.9,162,24.1
A->C,2025-04-06 19:43:00,15.9,160,37.6
A->C,2025-04-06 19:44:00,19.4,160,30.9
B->C,2025-04-06 19:44:00,26.9,171,22.3
B->C,2025-04-06 19:44:00,20.3,129,29.6
A->B,2025-04-06 19:44:00,29.0,145,20.7
B->D,2025-04-06 19:44:00,19.8,160,30.3
B->C,2025-04-06 19:45:00,24.4,148,24.5
A->C,2025-04-06 19:45:00,27.6,127,21.8
B->C,2025-04-06 19:45:00,21.7,159,27.7
C->D,2025-04-06 19:45:00,34.1,138,17.6
A->B,2025-04-06 19:46:00,17.2,156,34.8
B->D,2025-04-06 19:46:00,22.5,171,26.7
B->D,2025-04-06 19:47:00,29.5,147,20.3
A->B,2025-04-06 19:47:00,16.9,129,35.5
A->B,2025-04-06 19:48:00,18.1,151,33.1
B->C,2025-04-06 19:51:00,30.8,159,19.5
B->C,2025-04-06 19:51:00,23.0,127,26.1
B->D,2025-04-06 19:51:00,16.9,157,35.5
A->C,2025-04-06 19:52:00,29.5,163,20.3
A->C,2025-04-06 19:52:00,29.3,156,20.5
B->D,2025-04-06 19:53:00,30.6,168,19.6
B->C,2025-04-06 19:53:00,24.7,145,24.3
C->D,2025-04-06 19:54:00,32.1,144,18.7
B->D,2025-04-06 19:54:00,17.8,136,33.6
B->C,2025-04-06 19:54:00,18.6,159,32.3
B->D,2025-04-06 19:54:00,23.9,136,25.2
A->C,2025-04-06 19:55:00,24.8,154,24.2
B->D,2025-04-06 19:55:00,34.1,139,17.6
A->B,2025-04-06 19:56:00,28.4,142,21.2
B->C,2025-04-06 19:56:00,29.3,129,20.5
B->D,2025-04-06 19:57:00,22.1,145,27.2
A->B,2025-04-06 19:57:00,18.5,135,32.4
A->C,2025-04-06 19:58:00,20.2,151,29.7
C->D,2025-04-06 19:59:00,33.4,151,18.0
C->D,2025-04-06 19:59:00,30.0,148,20.0
A->C,2025-04-06 20:00:00,44.4,59,13.5
B->C,2025-04-06 20:00:00,46.1,77,13.0
A->C,2025-04-06 20:01:00,50.3,63,11.9
C->D,2025-04-06 20:01:00,36.9,72,16.3
B->C,2025-04-06 20:01:00,48.6,69,12.3
B->C,2025-04-06 20:01:00,55.2,66,10.9
A->B,2025-04-06 20:01:00,59.1,54,10.2
B->D,2025-04-06 20:02:00,54.2,62,11.1
B->C,2025-04-06 20:02:00,33.7,69,17.8
A->B,2025-04-06 20:02:00,39.4,82,15.2
A->B,2025-04-06 20:02:00,50.9,80,11.8
B->C,2025-04-06 20:03:00,33.5,67,17.9
B->C,2025-04-06 20:03:00,31.8,82,18.9
B->C,2025-04-06 20:03:00,59.9,65,10.0
C->D,2025-04-06 20:03:00,54.1,65,11.1
A->C,2025-04-06 20:03:00,44.2,70,13.6
A->C,2025-04-06 20:03:00,49.8,74,12.0
B->D,2025-04-06 20:05:00,57.2,81,10.5
B->C,2025-04-06 20:05:00,56.7,73,10.6
B->C,2025-04-06 20:06:00,52.2,70,11.5
B->C,2025-04-06 20:06:00,47.8,62,12.6
B->D,2025-04-06 20:06:00,52.3,62,11.5
A->C,2025-04-06 20:06:00,43.9,73,13.7
C->D,2025-04-06 20:07:00,47.4,71,12.6
A->C,2025-04-06 20:07:00,33.9,69,17.7
A->C,2025-04-06 20:07:00,32.2,71,18.7
B->D,2025-04-06 20:07:00,38.8,68,15.5
B->D,2025-04-06 20:07:00,36.3,75,16.5
C->D,2025-04-06 20:07:00,56.2,70,10.7
C->D,2025-04-06 20:08:00,55.4,60,10.8
B->C,2025-04-06 20:08:00,38.6,72,15.5
A->B,2025-04-06 20:08:00,46.6,60,12.9
C->D,2025-04-06 20:09:00,32.8,78,18.3
A->C,2025-04-06 20:09:00,49.6,79,12.1
B->D,2025-04-06 20:09:00,34.4,65,17.4
B->D,2025-04-06 20:10:00,47.7,72,12.6
A->B,2025-04-06 20:10:00,34.0,74,17.6
B->C,2025-04-06 20:10:00,52.7,79,11.4
C->D,2025-04-06 20:11:00,38.7,74,15.5
B->D,2025-04-06 20:11:00,38.7,87,15.5
B->C,2025-04-06 20:12:00,33.5,65,17.9
A->C,2025-04-06 20:12:00,43.7,63,13.7
B->C,2025-04-06 20:12:00,57.8,70,10.4
B->D,2025-04-06 20:13:00,34.3,86,17.5
A->B,2025-04-06 20:13:00,57.1,79,10.5
A->B,2025-04-06 20:13:00,34.4,66,17.4
A->C,2025-04-06 20:13:00,33.0,73,18.2
C->D,2025-04-06 20:14:00,42.6,71,14.1
A->B,2025-04-06 20:16:00,32.6,67,18.4
A->C,2025-04-06 20:16:00,48.3,77,12.4
B->D,2025-04-06 20:17:00,60.0,71,10.0
A->C,2025-04-06 20:18:00,45.2,65,13.3
B->C,2025-04-06 20:18:00,56.6,77,10.6
B->D,2025-04-06 20:19:00,40.1,77,15.0
A->B,2025-04-06 20:19:00,43.1,52,13.9
A->B,2025-04-06 20:20:00,42.2,58,14.2
A->C,2025-04-06 20:20:00,39.9,66,15.0
B->C,2025-04-06 20:20:00,46.7,76,12.9
B->C,2025-04-06 20:20:00,39.5,74,15.2
C->D,2025-04-06 20:22:00,57.2,77,10.5
B->D,2025-04-06 20:22:00,35.8,70,16.8
A->B,2025-04-06 20:22:00,36.2,63,16.6
B->D,2025-04-06 20:23:00,45.8,64,13.1
C->D,2025-04-06 20:23:00,34.6,64,17.4
A->C,2025-04-06 20:24:00,41.8,77,14.4
A->B,2025-04-06 20:24:00,48.5,78,12.4
A->B,2025-04-06 20:24:00,40.6,77,14.8
B->D,2025-04-06 20:25:00,30.2,75,19.8
B->D,2025-04-06 20:25:00,30.5,59,19.7
C->D,2025-04-06 20:25:00,33.5,62,17.9
B->D,2025-04-06 20:27:00,35.3,60,17.0
B->D,2025-04-06 20:28:00,59.0,65,10.2
A->C,2025-04-06 20:29:00,42.8,75,14.0
B->D,2025-04-06 20:29:00,40.2,66,14.9
A->C,2025-04-06 20:29:00,50.8,63,11.8
B->C,2025-04-06 20:30:00,34.6,53,17.3
C->D,2025-04-06 20:30:00,41.2,82,14.5
B->C,2025-04-06 20:31:00,50.9,60,11.8
C->D,2025-04-06 20:32:00,41.7,68,14.4
B->D,2025-04-06 20:33:00,37.7,54,15.9
A->C,2025-04-06 20:33:00,41.8,58,14.3
B->C,2025-04-06 20:33:00,52.4,75,11.5
C->D,2025-04-06 20:34:00,51.4,74,11.7
A->B,2025-04-06 20:34:00,54.9,65,10.9
A->C,2025-04-06 20:34:00,34.1,77,17.6
A->B,2025-04-06 20:34:00,50.4,66,11.9
B->C,2025-04-06 20:34:00,46.7,75,12.9
B->D,2025-04-06 20:34:00,57.5,62,10.4
B->D,2025-04-06 20:35:00,47.3,67,12.7
C->D,2025-04-06 20:36:00,43.4,62,13.8
B->C,2025-04-06 20:36:00,33.2,65,18.1
B->C,2025-04-06 20:37:00,33.0,64,18.2
A->C,2025-04-06 20:38:00,59.1,68,10.2
C->D,2025-04-06 20:39:00,42.9,74,14.0
A->C,2025-04-06 20:39:00,42.2,66,14.2
A->C,2025-04-06 20:40:00,51.9,63,11.6
A->C,2025-04-06 20:41:00,40.8,77,14.7
B->D,2025-04-06 20:42:00,53.7,72,11.2
C->D,2025-04-06 20:43:00,47.3,57,12.7
B->D,2025-04-06 20:43:00,34.3,74,17.5
A->B,2025-04-06 20:44:00,54.5,69,11.0
B->C,2025-04-06 20:44:00,43.3,76,13.8
B->C,2025-04-06 20:45:00,50.1,65,12.0
B->C,2025-04-06 20:45:00,43.2,66,13.9
A->B,2025-04-06 20:46:00,53.5,73,11.2
A->B,2025-04-06 20:47:00,32.8,74,18.3
C->D,2025-04-06 20:48:00,45.0,81,13.3
B->D,2025-04-06 20:48:00,50.3,62,11.9
B->D,2025-04-06 20:48:00,45.9,71,13.1
C->D,2025-04-06 20:50:00,51.1,74,11.7
B->C,2025-04-06 20:51:00,40.9,67,14.7
A->C,2025-04-06 20:52:00,34.1,83,17.6
A->B,2025-04-06 20:52:00,47.2,68,12.7
C->D,2025-04-06 20:52:00,52.4,62,11.4
C->D,2025-04-06 20:53:00,38.1,68,15.7
B->D,2025-04-06 20:54:00,33.3,67,18.0
A->C,2025-04-06 20:54:00,57.5,70,10.4
B->D,2025-04-06 20:55:00,44.9,63,13.4
A->B,2025-04-06 20:55:00,36.8,65,16.3
B->D,2025-04-06 20:56:00,50.6,77,11.9
B->C,2025-04-06 20:57:00,41.6,62,14.4
A->C,2025-04-06 20:58:00,59.5,65,10.1
A->B,2025-04-06 20:58:00,43.2,62,13.9
A->C,2025-04-06 20:59:00,56.6,73,10.6
C->D,2025-04-06 20:59:00,46.1,73,13.0
B->D,2025-04-06 20:59:00,36.6,77,16.4
C->D,2025-04-06 20:59:00,44.6,60,13.5
A->B,2025-04-06 20:59:00,58.9,64,10.2
A->B,2025-04-06 20:59:00,30.7,73,19.5
C->D,2025-04-06 21:00:00,54.6,74,11.0
C->D,2025-04-06 21:00:00,35.2,60,17.1
B->C,2025-04-06 21:02:00,57.2,74,10.5
A->B,2025-04-06 21:02:00,45.2,64,13.3
B->D,2025-04-06 21:02:00,45.9,63,13.1
A->C,2025-04-06 21:02:00,44.5,69,13.5
B->C,2025-04-06 21:02:00,42.5,58,14.1
A->B,2025-04-06 21:03:00,52.9,64,11.3
B->C,2025-04-06 21:03:00,41.4,71,14.5
B->D,2025-04-06 21:04:00,38.2,56,15.7
C->D,2025-04-06 21:04:00,41.9,71,14.3
B->C,2025-04-06 21:05:00,35.1,61,17.1
A->C,2025-04-06 21:05:00,50.3,77,11.9
A->B,2025-04-06 21:05:00,37.3,63,16.1
B->C,2025-04-06 21:06:00,58.7,67,10.2
B->C,2025-04-06 21:06:00,58.8,80,10.2
C->D,2025-04-06 21:08:00,43.7,72,13.7
C->D,2025-04-06 21:09:00,38.3,65,15.7
B->D,2025-04-06 21:09:00,41.3,69,14.5
C->D,2025-04-06 21:09:00,44.8,61,13.4
A->B,2025-04-06 21:10:00,53.2,67,11.3
A->B,2025-04-06 21:11:00,53.7,71,11.2
B->D,2025-04-06 21:11:00,34.2,65,17.5
B->C,2025-04-06 21:11:00,52.8,70,11.4
A->B,2025-04-06 21:12:00,47.2,71,12.7
A->C,2025-04-06 21:12:00,54.7,64,11.0
B->D,2025-04-06 21:13:00,36.6,64,16.4
C->D,2025-04-06 21:13:00,36.6,60,16.4
A->C,2025-04-06 21:13:00,43.8,67,13.7
C->D,2025-04-06 21:14:00,48.6,77,12.4
B->D,2025-04-06 21:14:00,30.3,70,19.8
B->D,2025-04-06 21:15:00,55.5,60,10.8
A->B,2025-04-06 21:15:00,35.4,74,16.9
B->C,2025-04-06 21:15:00,56.6,66,10.6
C->D,2025-04-06 21:15:00,43.9,60,13.7
B->D,2025-04-06 21:16:00,34.1,63,17.6
A->C,2025-04-06 21:18:00,37.2,69,16.1
B->C,2025-04-06 21:18:00,40.7,72,14.7
A->C,2025-04-06 21:19:00,49.3,62,12.2
A->B,2025-04-06 21:20:00,59.0,56,10.2
B->D,2025-04-06 21:20:00,40.8,70,14.7
A->C,2025-04-06 21:21:00,43.6,61,13.8
B->C,2025-04-06 21:21:00,57.4,80,10.5
B->C,2025-04-06 21:21:00,40.7,69,14.7
A->C,2025-04-06 21:21:00,55.9,71,10.7
A->C,2025-04-06 21:21:00,54.9,86,10.9
B->C,2025-04-06 21:21:00,46.7,72,12.9
A->B,2025-04-06 21:21:00,41.8,64,14.4
A->C,2025-04-06 21:22:00,38.4,67,15.6
B->C,2025-04-06 21:22:00,35.9,77,16.7
A->C,2025-04-06 21:24:00,44.7,69,13.4
B->C,2025-04-06 21:24:00,50.2,69,12.0
B->C,2025-04-06 21:24:00,45.4,65,13.2
A->C,2025-04-06 21:25:00,36.7,65,16.3
C->D,2025-04-06 21:26:00,35.6,53,16.9
B->C,2025-04-06 21:26:00,54.0,70,11.1
B->C,2025-04-06 21:26:00,34.1,64,17.6
A->B,2025-04-06 21:26:00,59.0,72,10.2
B->C,2025-04-06 21:27:00,43.3,72,13.9
A->B,2025-04-06 21:27:00,53.8,84,11.2
A->B,2025-04-06 21:28:00,46.2,54,13.0
B->D,2025-04-06 21:28:00,36.2,76,16.6
B->D,2025-04-06 21:28:00,55.8,67,10.7
C->D,2025-04-06 21:29:00,34.0,66,17.7
C->D,2025-04-06 21:30:00,45.6,81,13.2
B->C,2025-04-06 21:30:00,50.6,65,11.9
B->C,2025-04-06 21:30:00,31.3,58,19.2
C->D,2025-04-06 21:31:00,34.6,71,17.3
A->C,2025-04-06 21:31:00,37.3,65,16.1
C->D,2025-04-06 21:31:00,37.5,64,16.0
C->D,2025-04-06 21:32:00,42.1,71,14.3
B->D,2025-04-06 21:32:00,30.5,67,19.7
C->D,2025-04-06 21:33:00,35.3,73,17.0
A->B,2025-04-06 21:33:00,30.4,61,19.8
B->D,2025-04-06 21:34:00,32.1,62,18.7
A->B,2025-04-06 21:34:00,33.7,65,17.8
B->C,2025-04-06 21:34:00,40.3,74,14.9
C->D,2025-04-06 21:34:00,58.2,65,10.3
B->D,2025-04-06 21:34:00,56.2,65,10.7
A->C,2025-04-06 21:35:00,38.3,62,15.7
B->D,2025-04-06 21:35:00,50.9,58,11.8
A->C,2025-04-06 21:35:00,51.2,73,11.7
C->D,2025-04-06 21:35:00,33.1,88,18.1
A->C,2025-04-06 21:35:00,44.7,64,13.4
A->B,2025-04-06 21:36:00,57.6,72,10.4
B->C,2025-04-06 21:36:00,50.7,70,11.8
A->B,2025-04-06 21:36:00,51.2,60,11.7
C->D,2025-04-06 21:37:00,53.4,67,11.2
B->D,2025-04-06 21:37:00,33.0,60,18.2
B->C,2025-04-06 21:38:00,42.1,65,14.2
C->D,2025-04-06 21:38:00,38.7,90,15.5
C->D,2025-04-06 21:39:00,59.5,84,10.1
A->B,2025-04-06 21:40:00,39.9,62,15.0
A->C,2025-04-06 21:40:00,36.0,74,16.6
C->D,2025-04-06 21:40:00,56.1,60,10.7
A->C,2025-04-06 21:40:00,30.7,76,19.5
B->C,2025-04-06 21:41:00,38.6,75,15.5
C->D,2025-04-06 21:42:00,54.5,65,11.0
